Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17333230,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""0316074314""","=""9780316074315""",4,3.75,"Little, Brown and Company",Hardcover,848,2013,2013,2023/04/17,2021/02/11,2023,2023 (#15),read,,,,1,0
61398915,The Book of Gothel: Memoir of a Witch,Mary McMyne,"McMyne, Mary",,"=""0316393215""","=""9780316393218""",0,3.85,Redhook,Paperback,400,2023,2022,,2023/04/10,to-read,to-read (#737),to-read,,,,0,0
61105800,Unscripted: The Epic Battle for a Media Empire and the Redstone Family Legacy,James B. Stewart,"Stewart, James B.",Rachel Abrams,"=""1984879421""","=""9781984879424""",0,3.75,Penguin Press,Hardcover,416,2023,2023,,2023/04/02,to-read,to-read (#736),to-read,,,,0,0
60784305,Untethered Sky,Fonda Lee,"Lee, Fonda",,"=""1250842468""","=""9781250842466""",0,3.88,Tordotcom,Hardcover,150,2023,2023,,2023/04/02,to-read,to-read (#735),to-read,,,,0,0
13652,The Beginning Place,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0765346257""","=""9780765346254""",0,3.54,Tor Teen,Mass Market Paperback,240,2005,1980,,2023/04/02,to-read,to-read (#734),to-read,,,,0,0
11438,What We Talk About When We Talk About Love,Raymond Carver,"Carver, Raymond",,"=""0679723056""","=""9780679723059""",0,4.02,Vintage Books,Paperback,159,1989,1981,,2023/04/01,to-read,to-read (#733),to-read,,,,0,0
60471573,Liberation Day,George Saunders,"Saunders, George",,"=""0525509593""","=""9780525509592""",0,3.99,Random House,Hardcover,256,2022,2022,,2023/03/29,to-read,to-read (#732),to-read,,,,0,0
52962238,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",0,4.27,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,,2023/03/29,to-read,to-read (#731),to-read,,,,0,0
60505565,"Win Every Argument: The Art of Debating, Persuading, and Public Speaking",Mehdi Hasan,"Hasan, Mehdi",,"=""1250853478""","=""9781250853479""",0,4.05,Henry Holt and Co.,Hardcover,336,2023,2023,,2023/03/24,to-read,to-read (#730),to-read,,,,0,0
33609,Katherine,Anya Seton,"Seton, Anya",Philippa Gregory,"=""155652532X""","=""9781556525322""",0,4.21,Chicago Review Press,Paperback,500,2004,1954,,2023/03/20,to-read,to-read (#729),to-read,,,,0,0
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",0,3.68,Tuttle Publishing,Paperback,470,2001,1906,,2023/03/16,to-read,to-read (#728),to-read,,,,0,0
703,The Plot Against America,Philip Roth,"Roth, Philip",,"=""1400079497""","=""9781400079490""",0,3.81,Vintage International,Paperback,391,2005,2004,,2023/03/14,to-read,to-read (#727),to-read,,,,0,0
41724928,In the Vanishers’ Palace,Aliette de Bodard,"Bodard, Aliette de",,"=""""","=""""",0,3.65,JABberwocky Literary Agency,ebook,145,2018,2018,,2023/03/12,to-read,to-read (#726),to-read,,,,0,0
59900661,The Whalebone Theatre,Joanna   Quinn,"Quinn, Joanna",,"=""0593321707""","=""9780593321706""",0,4.04,Knopf,Hardcover,558,2022,2022,,2023/03/11,to-read,to-read (#725),to-read,,,,0,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Shannon Chakraborty,"Chakraborty, Shannon",,"=""""","=""""",5,4.25,Harper Voyager,Hardcover,483,2023,2023,2023/03/11,2023/01/06,2023,2023 (#14),read,,,,1,0
392583,The Pathans: 550 B.C.- A.D. 1957 (Oxford in Asia Historical Reprints),Olaf Caroe,"Caroe, Olaf",,"=""0195772210""","=""9780195772210""",5,4.24,Oxford University Press,Hardcover,543,1976,1984,2021/03/17,2021/01/31,2021,2021 (#16),read,,,,1,0
876704,The Lions of Al-Rassan,Guy Gavriel Kay,"Kay, Guy Gavriel",,"=""0061052175""","=""9780061052170""",4,4.30,Harper Prism,Hardcover,510,1995,1995,2021/04/15,2021/03/26,2021,2021 (#26),read,,,,1,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",5,4.38,Vintage,Paperback,603,1997,1995,2023/01/07,2021/03/04,2023,2023 (#1),read,,,,1,0
7672380,The Word for World Is Forest,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0765324644""","=""9780765324641""",3,4.06,Tor Books,Paperback,189,2010,1972,2023/02/12,2021/08/23,2023,2023 (#11),read,,,,1,0
56271394,Honor,Thrity Umrigar,"Umrigar, Thrity",,"=""161620995X""","=""9781616209957""",0,4.35,Algonquin Books,Hardcover,326,2022,2022,,2023/03/06,to-read,to-read (#724),to-read,,,,0,0
59576076,The Rabbit Hutch,Tess Gunty,"Gunty, Tess",,"=""""","=""""",3,3.51,Knopf,Hardcover,399,2022,2022,2023/03/05,2023/02/18,2023,2023 (#13),read,,,,1,0
59468837,The Wall,Marlen Haushofer,"Haushofer, Marlen",Shaun Whiteside,"=""0811231941""","=""9780811231947""",0,4.03,New Directions,Paperback,239,2022,1963,,2023/03/03,to-read,to-read (#723),to-read,,,,0,0
61354648,The Cartographers,Peng Shepherd,"Shepherd, Peng",,"=""0062910701""","=""9780062910707""",0,3.63,William Morrow Paperbacks,Paperback,391,2023,2022,,2023/03/03,to-read,to-read (#722),to-read,,,,0,0
6819,Ghostwritten,David Mitchell,"Mitchell, David",,"=""0375724508""","=""9780375724503""",0,4.05,Vintage,Paperback,426,2001,1999,,2023/02/26,to-read,to-read (#721),to-read,,,,0,0
30593,Pnin,Vladimir Nabokov,"Nabokov, Vladimir",David Lodge,"=""1400041988""","=""9781400041985""",0,3.88,Everyman's Library,Hardcover,184,2004,1957,,2023/02/18,to-read,to-read (#720),to-read,,,,0,0
61145400,The Laughter,Sonora Jha,"Jha, Sonora",,"=""0063240254""","=""9780063240254""",0,3.88,HarperVia,Hardcover,320,2023,2023,,2023/02/18,to-read,to-read (#719),to-read,,,,0,0
24774,Clockwork,Philip Pullman,"Pullman, Philip",Leonid Gore,"=""043985623X""","=""9780439856232""",0,3.87,Scholastic,Paperback,144,2006,,,2023/02/18,to-read,to-read (#718),to-read,,,,0,0
31395589,Notes of a Crocodile,Qiu Miaojin,"Miaojin, Qiu",Bonnie Huie,"=""168137076X""","=""9781681370767""",0,3.82,NYRB Classics,Paperback,242,2017,1994,,2023/02/18,to-read,to-read (#717),to-read,,,,0,0
57224204,The Seven Moons of Maali Almeida,Shehan Karunatilaka,"Karunatilaka, Shehan",,"=""1908745908""","=""9781908745903""",0,3.91,Sort of Books,Hardcover,386,2022,2022,,2023/02/18,to-read,to-read (#716),to-read,,,,0,0
58276619,The Books of Jacob,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,"=""""","=""""",0,4.02,Riverhead Books,Hardcover,965,2022,2014,,2023/02/18,to-read,to-read (#715),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2023/02/13,to-read,to-read (#714),to-read,,,,0,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",5,4.37,"Creative Education, Inc.",Library Binding,32,1997,1973,2023/02/12,2023/02/11,2023,2023 (#12),read,,,,1,0
441870,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",4,4.02,The Modern Library (NY),Hardcover,278,1948,1947,2023/02/08,2020/06/23,2023,2023 (#10),read,,,,1,0
77789,The White Boy Shuffle,Paul Beatty,"Beatty, Paul",,"=""031228019X""","=""9780312280192""",0,4.09,Picador,Paperback,240,2001,1996,,2023/02/07,to-read,to-read (#713),to-read,,,,0,0
12287,Endgame,Samuel Beckett,"Beckett, Samuel",,"=""0571070671""","=""9780571070671""",0,3.79,Faber and Faber,Paperback,60,1989,1957,,2023/02/06,to-read,to-read (#712),to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",0,3.84,Grove,Paperback,109,2011,1951,,2023/02/06,to-read,to-read (#711),to-read,,,,0,0
5695,Demons,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",0,4.30,Vintage,Paperback,733,1995,1872,,2023/02/05,to-read,to-read (#710),to-read,,,,0,0
141077,The Kreutzer Sonata,Leo Tolstoy,"Tolstoy, Leo","Doris Lessing, Isai Kamen","=""0812968239""","=""9780812968231""",0,3.87,Random House Publishing Group,Paperback,128,2003,1889,,2023/02/05,to-read,to-read (#709),to-read,,,,0,0
60531406,Tress of the Emerald Sea,Brandon Sanderson,"Sanderson, Brandon",Howard Lyon,"=""""","=""""",5,4.34,Dragonsteel Entertainment,Kindle Edition,443,2023,2023,2023/02/05,2023/02/04,2023,2023 (#9),read,,,,1,0
59336625,All the Lovers in the Night,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456998""","=""9781609456993""",0,3.69,Europa Editions,Hardcover,224,2022,2011,,2023/02/05,to-read,to-read (#708),to-read,,,,0,0
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.86,Penguin Books,Paperback,220,2005,1999,,2023/02/05,to-read,to-read (#707),to-read,,,,0,0
17877,The House of the Dead,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""0486434095""","=""9780486434094""",0,4.05,Dover Publications,Paperback,247,2004,1861,,2023/02/05,to-read,to-read (#706),to-read,,,,0,0
6616590,Autumn Leaves,André Gide,"Gide, André",,"=""0806530464""","=""9780806530468""",0,3.99,Philosophical Library,Paperback,304,1950,1950,,2023/02/04,to-read,to-read (#705),to-read,,,,0,0
8686068,"The Devotion of Suspect X (Detective Galileo, #1)",Keigo Higashino,"Higashino, Keigo","Alexander O. Smith, Elye J. Alexander","=""0312375069""","=""9780312375065""",0,4.17,Minotaur Books,Hardcover,298,2011,2005,,2023/02/04,to-read,to-read (#704),to-read,,,,0,0
44287550,The Miracles of the Namiya General Store,Keigo Higashino,"Higashino, Keigo",Sam Bett,"=""1975382579""","=""9781975382575""",0,4.42,Yen On,Hardcover,320,2019,2012,,2023/02/04,to-read,to-read (#703),to-read,,,,0,0
80449,On the Genealogy of Morals,Friedrich Nietzsche,"Nietzsche, Friedrich",Douglas Smith,"=""019283617X""","=""9780192836175""",0,4.12,Oxford University Press,Paperback,208,1999,1887,,2023/02/04,to-read,to-read (#702),to-read,,,,0,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.38,Tor Books,Kindle Edition,394,2020,2020,,2023/01/29,to-read,to-read (#701),to-read,,,,0,0
11222940,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",4,3.96,New Directions Publishing,Paperback,177,2001,1948,2023/01/29,2022/07/07,2023,2023 (#8),read,,,,1,0
44001255,"The Fall of Babel (The Books of Babel, #4)",Josiah Bancroft,"Bancroft, Josiah",,"=""0356510867""","=""9780356510866""",4,4.01,Orbit,Paperback,636,2021,2021,2023/01/28,2023/01/22,2023,2023 (#7),read,,,,1,0
61379444,"Mark of the Fool (Mark of the Fool, #1)",J.M.     Clarke,"Clarke, J.M.",,"=""""","=""""",0,4.31,Aethon Books,Kindle Edition,722,2022,2022,,2023/01/26,to-read,to-read (#700),to-read,,,,0,0
40121985,How to Hide an Empire: A History of the Greater United States,Daniel Immerwahr,"Immerwahr, Daniel",,"=""0374172145""","=""9780374172145""",0,4.46,"Farrar, Straus and Giroux",Hardcover,513,2019,2019,,2023/01/24,to-read,to-read (#699),to-read,,,,0,0
77287,Independent People,Halldór Laxness,"Laxness, Halldór",James Anderson Thompson,"=""0679767924""","=""9780679767923""",0,4.13,Vintage,Paperback,482,1997,1934,,2023/01/24,to-read,to-read (#698),to-read,,,,0,0
59808427,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""1635579791""","=""9781635579796""",0,4.15,Bloomsbury Publishing,Paperback,368,2023,2021,,2023/01/24,to-read,to-read (#697),to-read,,,,0,0
32998292,"The Hod King (The Books of Babel, #3)",Josiah Bancroft,"Bancroft, Josiah",,"=""""","=""""",4,4.44,Orbit,Unknown Binding,608,2019,2019,2023/01/22,2023/01/18,2023,2023 (#6),read,,,,1,0
35959733,"Arm of the Sphinx (The Books of Babel, #2)",Josiah Bancroft,"Bancroft, Josiah",,"=""031651795X""","=""9780316517959""",4,4.32,Orbit,Paperback,448,2018,2014,2023/01/17,2023/01/16,2023,2023 (#5),read,,,,1,0
35271523,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""0316517917""","=""9780316517911""",4,4.11,Orbit,Paperback,448,2018,2013,2023/01/15,2022/10/18,2023,2023 (#4),read,,,,1,0
3181564,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""0312427808""","=""9780312427801""",0,4.05,Picador,Paperback,180,2009,2003,,2023/01/12,to-read,to-read (#695),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",3,3.71,Pantheon,Hardcover,274,2019,1994,2023/01/12,2021/01/11,2023,2023 (#3),read,,,,1,0
59148726,"Rogues: True Stories of Grifters, Killers, Rebels and Crooks",Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385548516""","=""9780385548519""",3,4.02,Doubleday,Hardcover,368,2022,2022,2023/01/10,2021/12/29,2023,2023 (#2),read,,,,1,0
37800111,The Last Children of Tokyo,Yōko Tawada,"Tawada, Yōko",Margaret Mitsutani,"=""1846276705""","=""9781846276705""",0,3.41,Portobello Books,Paperback,138,2018,2014,,2023/01/08,to-read,to-read (#694),to-read,,,,0,0
60784365,"Wolfish: Wolf, Self, and the Stories We Tell About Fear",Erica  Berry,"Berry, Erica",,"=""1250821622""","=""9781250821621""",0,3.56,Flatiron Books,Hardcover,432,2023,2023,,2023/01/06,to-read,to-read (#693),to-read,,,,0,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",0,3.74,The Borough Press,Hardcover,329,2023,2023,,2023/01/06,to-read,to-read (#692),to-read,,,,0,0
60784349,"Mickey7 (Mickey7, #1)",Edward Ashton,"Ashton, Edward",,"=""1250875285""","=""9781250875280""",0,3.79,St. Martin’s Griffin,Paperback,320,2023,2022,,2023/01/06,to-read,to-read (#691),to-read,,,,0,0
23301545,The Sleeper and the Spindle,Neil Gaiman,"Gaiman, Neil",Chris Riddell,"=""1408859645""","=""9781408859643""",0,3.88,Bloomsbury Publishing Plc,Hardcover,68,2014,2013,,2022/12/29,to-read,to-read (#690),to-read,,,,0,0
57822882,Legacy of Violence: A History of the British Empire,Caroline Elkins,"Elkins, Caroline",,"=""0307272427""","=""9780307272423""",0,4.26,Knopf,Hardcover,896,2022,2022,,2022/12/26,to-read,to-read (#689),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",4,4.13,Knopf,Hardcover,401,2022,2022,2022/12/25,2022/07/07,2022,2022 (#43),read,,,,1,0
40940603,Out of Egypt: A Memoir,André Aciman,"Aciman, André",,"=""""","=""""",0,4.02,"Farrar, Straus and Giroux",ebook,352,2007,1980,,2022/12/24,to-read,to-read (#688),to-read,,,,0,0
95747,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,"Hanh, Thich Nhat","Vo-Dihn Mai, Mobi Ho","=""0807012394""","=""9780807012390""",0,4.19,Beacon Press,Paperback,140,1999,1975,,2022/12/21,to-read,to-read (#687),to-read,,,,0,0
56769521,The Annotated Arabian Nights: Tales from 1001 Nights (The Annotated Books),Yasmine Seale,"Seale, Yasmine","Paulo Lemos Horta, Omar El Akkad, Robert Irwin","=""1631493639""","=""9781631493638""",4,4.49,Liveright,Hardcover,816,2021,,2022/12/11,2022/11/20,2022,2022 (#42),read,,,,1,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,4.32,Vintage Books,Paperback,721,2007,2005,,2022/12/12,to-read,to-read (#686),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.89,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2022/12/09,to-read,to-read (#685),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.45,Bloomsbury Publishing,Hardcover,803,2020,2020,,2022/12/07,to-read,to-read (#684),to-read,,,,0,0
128109,Evidence of Things Unseen,Marianne Wiggins,"Wiggins, Marianne",,"=""0743258096""","=""9780743258098""",0,4.13,Simon & Schuster,Paperback,400,2004,2003,,2022/12/07,to-read,to-read (#683),to-read,,,,0,0
59365040,Properties of Thirst,Marianne Wiggins,"Wiggins, Marianne",,"=""1416571264""","=""9781416571261""",0,4.16,Simon & Schuster,Hardcover,544,2022,2022,,2022/12/07,to-read,to-read (#682),to-read,,,,0,0
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.99,HarperCollins EOS,Paperback,334,2006,1959,,2022/12/07,to-read,to-read (#681),to-read,,,,0,0
58537384,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0593359542""","=""9780593359549""",0,4.06,Del Rey,Paperback,299,2021,2006,,2022/12/04,to-read,to-read (#680),to-read,,,,0,0
61192677,Empireland: How Imperialism Has Shaped Modern Britain,Sathnam Sanghera,"Sanghera, Sathnam",Marlon James,"=""0593316673""","=""9780593316672""",0,4.09,Pantheon,Hardcover,384,2023,2021,,2022/12/04,to-read,to-read (#679),to-read,,,,0,0
20344582,Axiomatic,Greg Egan,"Egan, Greg",,"=""1597805408""","=""9781597805407""",3,4.27,Night Shade,Paperback,300,2014,1995,2022/12/03,2022/11/13,2022,2022 (#41),read,,,,1,0
14295,Pastoralia,George Saunders,"Saunders, George",,"=""0747553866""","=""9780747553861""",0,4.07,Bloomsbury Publishing,Paperback,188,2001,2000,,2022/12/02,to-read,to-read (#678),to-read,,,,0,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",0,4.13,Grove Press,Hardcover,128,2021,2021,,2022/12/02,to-read,to-read (#677),to-read,,,,0,0
243705,The Collector,John Fowles,"Fowles, John",,"=""""","=""""",0,3.97,Vintage,Paperback,283,1998,1963,,2022/12/01,to-read,to-read (#676),to-read,,,,0,0
38559899,The Distance Between Me and the Cherry Tree,Paola Peretti,"Peretti, Paola",,"=""147140756X""","=""9781471407567""",0,4.04,Bonnier Zaffre,Kindle Edition,256,2018,2018,,2022/12/01,to-read,to-read (#675),to-read,,,,0,0
24983,"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,"Willis, Connie",,"=""0553562738""","=""9780553562736""",0,4.03,Bantam Spectra,Mass Market Paperback,578,1992,1992,,2022/12/01,to-read,to-read (#674),to-read,,,,0,0
57945316,Babel,R.F. Kuang,"Kuang, R.F.",,"=""0063021420""","=""9780063021426""",4,4.16,Harper Voyager,Hardcover,544,2022,2022,2022/11/27,2022/08/23,2022,2022 (#40),read,,,,1,0
60188762,Fairy Tale,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.09,Scribner,Kindle Edition,607,2022,2022,,2022/11/20,to-read,to-read (#673),to-read,,,,0,0
60705689,Galatea,Madeline Miller,"Miller, Madeline",,"=""0063280515""","=""9780063280519""",3,3.93,Ecco,Hardcover,64,2022,2013,2022/11/20,2022/11/13,2022,2022 (#39),read,,,,1,0
93136,The Italian,Ann Radcliffe,"Radcliffe, Ann",Robert Miles,"=""0140437541""","=""9780140437546""",0,3.53,Penguin Classics,Paperback,544,2005,1796,,2022/11/13,to-read,to-read (#672),to-read,,,,0,0
93157,The Monk,Matthew Gregory Lewis,"Lewis, Matthew Gregory",,"=""0140436030""","=""9780140436037""",0,3.85,Penguin Classics,Paperback,431,1999,1796,,2022/11/13,to-read,to-read (#671),to-read,,,,0,0
17131859,Conservation of Shadows,Yoon Ha Lee,"Lee, Yoon Ha",Aliette de Bodard,"=""1607013878""","=""9781607013877""",0,4.02,Prime Books,Paperback,332,2013,2013,,2022/11/13,to-read,to-read (#670),to-read,,,,0,0
1118396,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0765304198""","=""9780765304193""",4,4.25,Orb Books,Paperback,333,2003,2002,2022/11/13,2022/05/16,2022,2022 (#38),read,,,,1,0
373318,Riddles of Existence: A Guided Tour of Metaphysics,Earl Conee,"Conee, Earl",Theodore Sider,"=""0199282269""","=""9780199282265""",0,3.50,Oxford University Press,Hardcover,210,2005,2005,,2022/11/13,to-read,to-read (#669),to-read,,,,0,0
60018643,How to Read Now,Elaine Castillo,"Castillo, Elaine",,"=""0593489632""","=""9780593489635""",0,4.03,Viking,Hardcover,340,2022,2022,,2022/11/13,to-read,to-read (#668),to-read,,,,0,0
824014,Petit traité de manipulation à l'usage des honnêtes gens,Robert-Vincent Joule,"Joule, Robert-Vincent",Jean-Léon Beauvois,"=""2706110449""","=""9782706110443""",0,3.78,Grenoble,Broché,286,2004,1997,,2022/11/13,to-read,to-read (#667),to-read,,,,0,0
5787,The Aleph and Other Stories,Jorge Luis Borges,"Borges, Jorge Luis",Andrew Hurley,"=""0142437883""","=""9780142437889""",3,4.33,Penguin Classics,Paperback,210,2004,1945,2022/11/12,2022/11/06,2022,2022 (#37),read,,,,1,0
29758013,"The Ninth Rain (The Winnowing Flame Trilogy, #1)",Jen Williams,"Williams, Jen",,"=""1472235177""","=""9781472235176""",0,4.09,Headline Book Publishing,Paperback,544,2017,2017,,2022/11/06,to-read,to-read (#666),to-read,,,,0,0
49247130,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250751365""","=""9781250751362""",0,4.01,Flatiron Books,Paperback,458,2020,2019,,2022/11/06,to-read,to-read (#665),to-read,,,,0,0
